phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,46453,50727,1,1,50727,0,2,0
2,50728,51509,2,2,51509,0,0,0
3,51510,51985,3,3,51985,0,0,0
4,51986,53924,4,4,53924,0,0,0
5,61402,66469,1,5,66469,0,4,0
6,66470,67591,2,6,67591,0,0,0
7,67592,69495,3,7,67592,0,0,0
8,69496,71536,4,8,71536,0,1,0
9,83424,87651,1,9,87651,0,3,0
10,87652,88394,2,10,88394,0,0,0
11,88395,88773,3,11,88773,0,0,0
12,88774,90338,4,12,88774,0,0,0
13,98205,102951,1,13,102951,0,2,0
14,102952,103835,2,14,103835,0,0,0
15,103836,106079,3,15,106079,0,0,0
16,106080,106862,4,16,106862,0,0,0
17,117992,123062,1,17,123062,0,2,0
18,123063,123929,2,18,123929,0,0,0
19,123930,124575,3,19,124575,0,0,0
20,124576,126582,4,20,126582,0,0,0
21,134508,139637,1,21,139637,0,3,0
22,139638,140589,2,22,140589,0,0,0
23,140590,143683,3,23,143683,0,1,0
24,143684,145078,4,24,145078,0,1,0
25,154595,159901,1,25,159901,0,3,0
26,159902,160717,2,26,160717,0,0,0
27,160718,161159,3,27,161159,0,0,0
28,161160,162996,4,28,162996,0,0,0
29,172780,177275,1,29,177275,0,2,0
30,177276,178261,2,30,178261,0,1,0
31,178262,180029,3,31,180029,0,0,0
32,180030,181084,4,32,181084,0,0,0
33,189763,195329,1,33,195329,0,3,0
34,195330,196009,2,34,196009,0,1,0
35,196010,196927,3,35,196927,0,0,0
36,196928,198560,4,36,198560,0,0,0
37,207114,212295,1,37,212295,0,3,0
38,212296,213349,2,38,213349,0,0,0
39,213350,213893,3,39,213893,0,0,0
40,213894,217226,4,40,217226,0,2,0
41,228968,234769,1,41,234769,0,4,0
42,234770,235381,2,42,235381,0,0,0
43,235382,235721,3,43,235721,0,0,0
44,235722,238850,4,44,238850,0,0,0
45,247920,252993,1,45,252993,0,2,0
46,252994,253877,2,46,253877,0,0,0
47,253878,254387,3,47,254387,0,0,0
48,254388,256258,4,48,256258,0,0,0
