phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,55458,59737,1,1,59737,0,2,0
2,59738,60417,2,2,60417,0,0,0
3,60418,62355,3,3,62355,0,0,0
4,62356,65076,4,4,65076,0,0,0
5,77347,81735,1,5,81735,0,1,0
6,81736,82517,2,6,82517,0,0,0
7,82518,85441,3,7,85441,0,0,0
8,85442,85986,4,8,85986,0,0,0
9,98001,102033,1,9,102033,0,1,0
10,102034,102781,2,10,102781,0,0,0
11,102782,106045,3,11,106045,0,0,0
12,106046,106794,4,12,106794,0,0,0
13,121057,125697,1,13,125697,0,1,0
14,125698,126581,2,14,126581,0,0,0
15,126582,129062,3,15,129062,0,0,0
16,129063,129948,4,16,129948,0,0,0
17,146148,150993,1,17,150993,0,1,0
18,150994,151673,2,18,151673,0,0,0
19,151674,152421,3,19,152421,0,0,0
20,152422,154394,4,20,154394,0,0,0
21,167003,171903,1,21,171903,0,2,0
22,171904,172685,2,22,172685,0,0,0
23,172686,175405,3,23,175405,0,0,0
24,175406,176358,4,24,176358,0,0,0
25,191560,196791,1,25,196791,0,2,0
26,196792,197573,2,26,197573,0,0,0
27,197574,200803,3,27,200803,0,1,0
28,200804,202130,4,28,202130,0,1,0
29,214584,219299,1,29,219299,0,1,0
30,219300,220047,2,30,220047,0,0,0
31,220048,222189,3,31,222189,0,0,0
32,222190,223176,4,32,223176,0,0,0
33,236439,241297,1,33,241297,0,2,0
34,241298,241807,2,34,241807,0,1,0
35,241808,243575,3,35,243575,0,0,0
36,243576,244392,4,36,244392,0,0,0
37,256792,262139,1,37,262139,0,1,0
38,262140,263057,2,38,263057,0,0,0
39,263058,265539,3,39,265539,0,0,0
40,265540,266458,4,40,266458,0,0,0
41,280116,284952,1,41,284952,0,1,0
42,284953,285632,2,42,285632,0,0,0
43,285633,288557,3,43,288557,0,0,0
44,288558,289510,4,44,289510,0,0,0
45,305208,310215,1,45,310215,0,2,0
46,310216,310963,2,46,310963,0,0,0
47,310964,313207,3,47,313207,0,0,0
48,313208,314194,4,48,314194,0,0,0
