phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,48626,53196,1,1,53196,0,1,0
2,53197,54093,2,2,54093,0,0,0
3,54094,57051,3,3,57051,0,0,0
4,57052,57664,4,4,57664,0,0,0
5,67244,72216,1,5,72115,0,0,0
6,72216,73745,2,6,73745,0,0,0
7,73746,74153,3,7,74153,0,0,0
8,74154,77180,4,8,77180,0,0,0
9,92103,96288,1,9,96372,0,1,0
10,96288,97107,2,10,97107,0,0,0
11,97108,97443,3,11,97443,0,0,0
12,97444,99348,4,12,99246,0,0,0
13,107852,112388,1,13,112388,0,0,0
14,112389,113355,2,14,113355,0,0,0
15,113356,114273,3,15,114273,0,0,0
16,114274,115532,4,16,115532,0,0,0
17,123868,127971,1,17,127971,0,1,0
18,127972,128689,2,18,128689,0,0,0
19,128690,128995,3,19,128995,0,0,0
20,128996,131274,4,20,131274,0,0,0
21,140551,145087,1,21,145087,0,0,0
22,145088,145995,2,22,145995,0,0,0
23,145996,146233,3,23,146233,0,0,0
24,146234,149362,4,24,149362,0,1,0
25,159803,163739,1,25,163739,0,0,0
26,163740,164525,2,26,164525,0,0,0
27,164526,164729,3,27,164525,0,0,0
28,164730,167314,4,28,164729,0,0,0
29,177488,181523,1,29,181523,0,0,0
30,181524,182443,2,30,182443,0,0,0
31,182444,182647,3,31,182647,0,0,0
32,182648,184688,4,32,184688,0,0,0
33,194604,198764,1,33,198975,0,1,0
34,198764,199545,2,34,199545,0,0,0
35,199546,199954,3,35,199749,0,0,0
36,199954,201858,4,36,201858,0,0,0
37,210220,214574,1,37,214923,0,1,0
38,214574,215593,2,38,215593,0,0,0
39,215594,216443,3,39,216443,0,0,0
40,216444,219742,4,40,219742,0,1,0
41,229206,233075,1,41,233075,0,1,0
42,233076,233818,2,42,233749,0,0,0
43,233818,234089,3,43,234089,0,0,0
44,234090,236470,4,44,236470,0,0,0
45,246323,250444,1,45,250493,0,1,0
46,250444,251294,2,46,250493,0,0,0
47,251294,252109,3,47,252109,0,0,0
48,252110,253640,4,48,253640,0,0,0
