phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,84226,89998,1,1,89497,0,0,0
2,89998,90916,2,2,90881,0,0,0
3,90916,91425,3,3,91425,0,0,0
4,91426,94418,4,4,94418,0,0,0
5,105114,109650,1,5,109217,0,0,0
6,109650,110601,2,6,110601,0,0,0
7,110602,111077,3,7,111077,0,0,0
8,111078,113696,4,8,122132,0,0,0
9,124800,129744,1,9,129304,0,1,0
10,129744,130559,2,10,130559,0,1,0
11,130560,130865,3,11,130865,0,0,0
12,130866,132736,4,12,132736,0,0,0
13,143452,147730,1,13,147355,0,0,0
14,147730,148716,2,14,148681,0,0,0
15,148716,149225,3,15,149225,0,0,0
16,149226,151368,4,16,151368,0,0,0
17,165207,169694,1,17,169611,0,0,0
18,169694,170445,2,18,170445,0,0,0
19,170446,171246,3,19,171246,0,0,0
20,171247,173842,4,20,173842,0,0,0
21,184894,189686,1,21,189263,0,0,0
22,189686,190603,2,22,190603,0,0,0
23,190604,191113,3,23,191113,0,0,0
24,191114,193664,4,24,193664,0,0,0
25,205815,210426,1,25,210185,0,2,0
26,210426,211174,2,26,211119,0,0,0
27,211174,211686,3,27,211686,0,0,0
28,211687,213316,4,28,213316,0,0,0
29,227603,231438,1,29,231573,0,0,0
30,231438,232458,2,30,232389,0,0,0
31,232458,232797,3,31,232797,0,0,0
32,232798,234963,4,32,234963,0,0,0
33,249524,253795,1,33,253795,0,0,0
34,253796,254456,2,34,254421,0,0,0
35,254456,255577,3,35,255577,0,0,0
36,255578,256904,4,36,256904,0,0,0
37,268377,272544,1,37,272347,0,0,0
38,272544,273427,2,38,273427,0,0,0
39,273428,274208,3,39,274208,0,0,0
40,274209,276439,4,40,276439,0,0,0
41,292635,297398,1,41,296904,0,0,0
42,297398,298247,2,42,298247,0,0,0
43,298248,298655,3,43,298655,0,0,0
44,298656,302260,4,44,302260,0,0,0
45,313556,316846,1,45,316658,0,0,0
46,316846,317797,2,46,317797,0,0,0
47,317798,317933,3,47,317933,0,0,0
48,317934,320994,4,48,317934,0,0,0
