phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,40137,44307,1,1,44307,0,2,0
2,44308,44879,2,2,44879,0,0,0
3,44880,44981,3,3,44981,0,0,0
4,44982,48671,4,4,48671,0,0,0
5,57321,61891,1,5,61891,0,2,0
6,61892,62725,2,6,62725,0,0,0
7,62726,62865,3,7,62865,0,0,0
8,62866,65280,4,8,65280,0,0,0
9,75172,79542,1,9,79542,0,0,0
10,79543,80477,2,10,80477,0,0,0
11,80478,80545,3,11,80545,0,0,0
12,80546,83266,4,12,83266,0,0,0
13,93791,97894,1,13,97894,0,2,0
14,97895,99483,2,14,99483,0,0,0
15,99484,102135,3,15,102135,0,0,0
16,102136,103224,4,16,103224,0,1,0
17,112376,116613,1,17,116613,0,1,0
18,116614,117197,2,18,117197,0,0,0
19,117198,117265,3,19,117265,0,0,0
20,117266,119612,4,20,119612,0,0,0
21,128559,132795,1,21,132795,0,1,0
22,132796,133687,2,22,133687,0,0,0
23,133688,133721,3,23,133721,0,0,0
24,133722,136442,4,24,136442,0,0,0
25,145342,149711,1,25,149711,0,1,0
26,149712,150653,2,26,150653,0,1,0
27,150654,150857,3,27,150857,0,0,0
28,150858,154088,4,28,154088,0,0,0
29,162459,167463,1,29,167463,0,1,0
30,167464,168129,2,30,168129,0,0,0
31,168130,168401,3,31,168401,0,0,0
32,168402,170612,4,32,170612,0,0,0
33,180811,185081,1,33,185081,0,0,0
34,185082,185775,2,34,185775,0,0,0
35,185776,186217,3,35,186217,0,0,0
36,186218,190332,4,36,190332,0,1,0
37,200564,205101,1,37,205101,0,1,0
38,205102,206345,2,38,206345,0,0,0
39,206346,206413,3,39,206413,0,0,0
40,206414,208896,4,40,208896,0,0,0
41,218682,222920,1,41,218682,0,1,0
42,222920,224059,2,42,224059,0,0,0
43,224060,224195,3,43,224195,0,0,0
44,224196,227421,4,44,227421,0,0,0
45,238335,243839,1,45,243839,0,1,0
46,243840,244507,2,46,244507,0,0,0
47,244508,244765,3,47,244765,0,0,0
48,244766,247622,4,48,247622,0,0,0
