phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,77123,82313,1,1,82313,0,2,0
2,82314,83095,2,2,83095,0,0,0
3,83096,85339,3,3,85339,0,0,0
4,85340,86927,4,4,86927,0,0,0
5,101147,106521,1,5,106521,0,1,0
6,106522,107269,2,6,107269,0,0,0
7,107270,110363,3,7,110363,0,0,0
8,110364,111962,4,8,111962,0,0,0
9,124103,129471,1,9,129471,0,1,0
10,129472,130150,2,10,130150,0,0,0
11,130151,134707,3,11,134707,0,0,0
12,134708,139298,4,12,139298,0,0,0
13,161974,166878,1,13,162146,0,1,0
14,166879,167755,2,14,167755,0,0,0
15,167756,170543,3,15,170543,0,0,0
16,170544,171632,4,16,171632,0,0,0
17,185864,191113,1,17,191113,0,2,0
18,191114,191895,2,18,191895,0,1,0
19,191896,194071,3,19,194071,0,0,0
20,194072,195262,4,20,195262,0,0,0
21,214327,219401,1,21,219401,0,2,0
22,219402,220319,2,22,220319,0,1,0
23,220320,222563,3,23,222563,0,0,0
24,222564,224332,4,24,224332,0,0,0
25,237383,243021,1,25,243021,0,1,0
26,243022,243711,2,26,243711,0,1,0
27,243712,246658,3,27,246658,0,0,0
28,246659,247996,4,28,247996,0,0,0
29,259104,263907,1,29,263907,0,0,0
30,263908,264655,2,30,264655,0,0,0
31,264656,268531,3,31,268531,0,0,0
32,268532,271728,4,32,271150,0,0,0
33,284664,289543,1,33,289543,0,2,0
34,289544,290223,2,34,290223,0,0,0
35,290224,292637,3,35,292637,0,0,0
36,292638,295085,4,36,295085,0,0,0
37,307153,312424,1,37,312424,0,2,0
38,312425,313325,2,38,313325,0,0,0
39,313326,315694,3,39,315694,0,0,0
40,315695,319906,4,40,319906,0,2,0
41,334814,340271,1,41,340271,0,0,0
42,340272,341053,2,42,341053,0,0,0
43,341054,344688,3,43,344688,0,0,0
44,344689,346698,4,44,346698,0,0,0
45,358937,364376,1,45,364376,0,1,0
46,364377,365243,2,46,365243,0,0,0
47,365244,368423,3,47,368423,0,0,0
48,368424,369758,4,48,369758,0,1,0
