phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,64899,71161,1,1,71161,0,2,0
2,71162,71841,2,2,71841,0,0,0
3,71842,73813,3,3,73813,0,0,0
4,73814,74392,4,4,74392,0,0,0
5,81949,87787,1,5,87787,0,2,0
6,87788,88467,2,6,88467,0,0,0
7,88468,91391,3,7,91391,0,0,0
8,91392,92752,4,8,92752,0,1,0
9,101068,106215,1,9,106215,0,2,0
10,106216,106963,2,10,106963,0,0,0
11,106964,109309,3,11,109309,0,0,0
12,109310,110806,4,12,110806,0,0,0
13,119820,125833,1,13,125833,0,1,0
14,125834,126683,2,14,126683,0,0,0
15,126684,129641,3,15,129641,0,0,0
16,129642,130832,4,16,130832,0,0,0
17,140608,146777,1,17,146777,0,1,0
18,146778,147423,2,18,147423,0,0,0
19,147424,149225,3,19,149225,0,0,0
20,149226,150654,4,20,150654,0,0,0
21,159792,165069,1,21,165069,0,2,0
22,165070,165919,2,22,165919,0,0,0
23,165920,168333,3,23,168333,0,0,0
24,168334,169116,4,24,169116,0,0,0
25,179412,185163,1,25,185163,0,1,0
26,185164,185945,2,26,185945,0,0,0
27,185946,188053,3,27,188053,0,0,0
28,188054,189108,4,28,189108,0,0,0
29,199667,205903,1,29,205903,0,1,0
30,205904,206753,2,30,206753,0,0,0
31,206754,210323,3,31,210323,0,1,0
32,210324,212092,4,32,212092,0,1,0
33,224524,230315,1,33,229576,0,2,0
34,230316,231131,2,34,231131,0,0,0
35,231132,233035,3,35,233035,0,0,0
36,233036,234022,4,36,234022,0,0,0
37,243076,248063,1,37,248063,0,1,0
38,248064,249015,2,38,249015,0,0,0
39,249016,251497,3,39,251497,0,0,0
40,251498,252677,4,40,252677,0,0,0
41,262196,268395,1,41,268395,0,2,0
42,268396,268429,2,42,268429,0,0,0
43,268430,270877,3,43,270877,0,0,0
44,270878,272136,4,44,272136,0,0,0
45,281281,287299,1,45,287299,0,1,0
46,287300,288149,2,46,288149,0,0,0
47,288150,290733,3,47,290733,0,0,0
48,290734,292570,4,48,292570,0,1,0
