phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,54722,60179,1,1,60179,0,1,0
2,60180,60927,2,2,60927,0,0,0
3,60928,60961,3,3,60961,0,0,0
4,60962,63778,4,4,63778,0,0,0
5,71839,78437,1,5,78437,0,2,0
6,78438,79287,2,6,79287,0,0,0
7,79288,80443,3,7,80443,0,0,0
8,80444,81736,4,8,81736,0,0,0
9,91559,96423,1,9,96423,0,2,0
10,96424,97205,2,10,97205,0,0,0
11,97206,97749,3,11,97749,0,0,0
12,97750,100130,4,12,100130,0,0,0
13,109043,114137,1,13,114137,0,3,0
14,114138,115157,2,14,115157,0,0,0
15,115158,116041,3,15,116041,0,0,0
16,116042,121380,4,16,117504,0,1,0
17,130464,135149,1,17,135149,0,2,0
18,135150,136679,2,18,136679,0,0,0
19,136680,136713,3,19,136713,0,0,0
20,136714,139264,4,20,139264,0,0,0
21,147948,152489,1,21,152489,0,1,0
22,152490,153509,2,22,153509,0,0,0
23,153510,153985,3,23,153985,0,0,0
24,153986,157522,4,24,157522,0,1,0
25,165966,170335,1,25,170335,0,1,0
26,170336,171767,2,26,171767,0,0,0
27,171768,171801,3,27,171801,0,0,0
28,171802,174420,4,28,174420,0,0,0
29,184284,190365,1,29,190365,0,1,0
30,190366,191385,2,30,191385,0,0,0
31,191386,191759,3,31,191759,0,0,0
32,191760,197948,4,32,197948,0,0,0
33,207440,212465,1,33,212465,0,0,0
34,212466,213757,2,34,213757,0,0,0
35,213758,213791,3,35,213791,0,0,0
36,213792,218225,4,36,218225,0,1,0
37,227294,232627,1,37,232627,0,2,0
38,232628,234089,2,38,234089,0,0,0
39,234090,234123,3,39,234123,0,0,0
40,234124,242120,4,40,242120,0,2,1
41,252686,256869,1,41,256869,0,1,0
42,256870,257854,2,42,257854,0,0,0
43,257855,258399,3,43,258399,0,0,0
44,258400,265500,4,44,265500,0,0,0
45,272273,277076,1,45,277076,0,1,1
46,277077,278663,2,46,278663,0,1,1
47,278664,282811,3,47,282811,0,0,0
48,282812,287878,4,48,287878,0,2,0
