phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,65078,69869,1,1,69869,0,1,0
2,69870,70549,2,2,70549,0,0,0
3,70550,71093,3,3,71093,0,0,0
4,71094,73508,4,4,73508,0,0,0
5,81961,87141,1,5,87141,0,1,0
6,87142,87957,2,6,87957,0,0,0
7,87958,88467,3,7,88467,0,0,0
8,88468,91120,4,8,91120,0,1,0
9,101247,105977,1,9,105977,0,2,0
10,105978,106589,2,10,106589,0,1,0
11,106590,106997,3,11,106997,0,0,0
12,106998,109548,4,12,109548,0,1,0
13,117964,123759,1,13,123759,0,1,0
14,123760,124643,2,14,124643,0,0,0
15,124644,124813,3,15,124813,0,0,0
16,124814,127398,4,16,127398,0,0,0
17,138818,143581,1,17,143581,0,2,0
18,143582,144227,2,18,144227,0,0,0
19,144228,144533,3,19,144533,0,0,0
20,144534,146370,4,20,146370,0,0,0
21,155400,160377,1,21,160377,0,0,0
22,160378,161159,2,22,161159,0,0,0
23,161160,161839,3,23,161839,0,0,0
24,161840,163506,4,24,163506,0,0,0
25,179224,183735,1,25,183735,0,0,0
26,183736,184483,2,26,184483,0,0,0
27,184484,185197,3,27,185197,0,0,0
28,185198,186694,4,28,186694,0,0,0
29,195608,200905,1,29,200905,0,1,0
30,200906,201925,2,30,201925,0,0,0
31,201926,202401,3,31,202401,0,0,0
32,202402,204340,4,32,204340,0,0,0
33,219498,224603,1,33,224603,0,1,0
34,224604,225453,2,34,225453,0,0,0
35,225454,226235,3,35,226235,0,0,0
36,226236,227290,4,36,227290,0,0,0
37,235748,241195,1,37,241195,0,1,0
38,241196,242147,2,38,242147,0,0,0
39,242148,242419,3,39,242419,0,0,0
40,242420,245072,4,40,245072,0,0,0
41,270182,274379,1,41,274379,0,0,0
42,274380,275059,2,42,275059,0,0,0
43,275060,275296,3,43,275296,0,0,0
44,275297,280908,4,44,280908,0,1,0
45,289135,294099,1,45,294099,0,0,0
46,294100,294643,2,46,294643,0,0,0
47,294644,294643,3,47,294644,0,0,0
48,294644,297942,4,48,297942,0,0,0
