phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,46814,51951,1,1,51951,0,1,0
2,51952,52529,2,2,52529,0,0,0
3,52530,52971,3,3,52971,0,0,0
4,52972,54944,4,4,54944,0,0,0
5,62863,68441,1,5,68441,0,3,0
6,68442,69291,2,6,69291,0,0,0
7,69292,70515,3,7,70515,0,0,0
8,70516,72522,4,8,72522,0,0,0
9,82983,88467,1,9,88467,0,4,0
10,88468,89147,2,10,89147,0,1,0
11,89148,90099,3,11,90099,0,0,0
12,90100,93058,4,12,93058,0,1,0
13,101769,107711,1,13,107711,0,2,0
14,107712,108561,2,14,108561,0,0,0
15,108562,109411,3,15,109411,0,0,0
16,109412,112914,4,16,110670,0,0,0
17,122723,128961,1,17,128961,0,2,0
18,128962,129607,2,18,129607,0,1,0
19,129608,130491,3,19,130491,0,0,0
20,130492,132736,4,20,132736,0,0,0
21,142743,149259,1,21,149259,0,2,0
22,149260,150075,2,22,150075,0,0,0
23,150076,150653,3,23,150653,0,0,0
24,150654,153034,4,24,153034,0,0,0
25,163596,168911,1,25,168911,0,1,0
26,168912,169659,2,26,169659,0,0,0
27,169660,170475,3,27,170475,0,0,0
28,170476,173366,4,28,173366,0,0,0
29,182416,188359,1,29,188359,0,0,0
30,188360,189243,2,30,189243,0,0,0
31,189244,190977,3,31,190977,0,0,0
32,190978,195602,4,32,195602,0,2,0
33,205906,212091,1,33,212091,0,3,0
34,212092,212907,2,34,212907,0,0,0
35,212908,213451,3,35,213451,0,0,0
36,213452,215832,4,36,215832,0,0,0
37,224592,229838,1,37,229838,0,2,0
38,229839,230757,2,38,230757,0,0,0
39,230758,231471,3,39,231471,0,0,0
40,231472,236878,4,40,236878,0,0,1
41,245646,251055,1,41,251055,0,1,0
42,251056,251667,2,42,251667,0,0,0
43,251668,252891,3,43,252891,0,0,0
44,252892,255884,4,44,255884,0,0,0
45,264431,270197,1,45,270197,0,1,0
46,270198,270877,2,46,270877,0,0,0
47,270878,272067,3,47,272067,0,0,0
48,272068,274210,4,48,274210,0,0,0
