phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,47918,55283,1,1,55283,0,1,0
2,55284,55997,2,2,55997,0,0,0
3,55998,56303,3,3,56303,0,0,0
4,56304,57732,4,4,57732,0,0,0
5,66336,71774,1,5,71774,0,1,0
6,71774,72487,2,6,72487,0,0,0
7,72488,73371,3,7,73371,0,0,0
8,73372,74562,4,8,74562,0,0,0
9,85055,90201,1,9,90201,0,1,0
10,90202,90915,2,10,90915,0,0,0
11,90916,91391,3,11,91391,0,0,0
12,91392,94452,4,12,94452,0,0,0
13,106576,112403,1,13,112403,0,2,0
14,112404,113389,2,14,113389,0,0,0
15,113390,121413,3,15,121413,0,1,0
16,121414,121924,4,16,121924,0,0,0
17,131701,137904,1,17,137904,0,2,0
18,137904,138617,2,18,138617,0,0,0
19,138618,138651,3,19,138651,0,0,0
20,138652,140794,4,20,140794,0,0,0
21,149386,155141,1,21,155141,0,1,0
22,155142,156093,2,22,156093,0,0,0
23,156094,158303,3,23,158303,0,0,0
24,158304,159290,4,24,159290,0,0,0
25,168138,173535,1,25,173535,0,0,0
26,173536,174249,2,26,174249,0,0,0
27,174250,174385,3,27,174385,0,0,0
28,174386,176630,4,28,176630,0,0,0
29,186022,192133,1,29,192133,0,0,0
30,192134,192949,2,30,192949,0,0,0
31,192950,196791,3,31,196791,0,0,0
32,196792,197744,4,32,197744,0,1,0
33,208778,214063,1,33,214063,0,0,0
34,214064,214845,2,34,214845,0,0,0
35,214846,214913,3,35,214913,0,0,0
36,214914,217668,4,36,217668,0,0,0
37,228098,234157,1,37,234157,0,1,0
38,234158,234973,2,38,234973,0,0,0
39,234974,236503,3,39,236503,0,0,0
40,236504,241230,4,40,241230,0,0,0
41,250687,255917,1,41,255917,0,1,0
42,255918,256801,2,42,256801,0,0,0
43,256802,257207,3,43,257207,0,0,0
44,257208,259114,4,44,259114,0,0,0
45,268737,275263,1,45,275263,0,1,0
46,275264,276181,2,46,276181,0,0,0
47,276182,276861,3,47,276861,0,0,0
48,279514,281724,4,48,281724,0,1,0
