phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,60554,64565,1,1,64565,0,2,0
2,64566,65348,2,2,65348,0,1,0
3,65348,67217,3,3,67217,0,1,0
4,67218,67966,4,4,67966,0,0,0
5,76570,81395,1,5,81395,0,2,0
6,81396,82484,2,6,82484,0,0,0
7,82484,83435,3,7,83435,0,0,0
8,83436,84558,4,8,84558,0,0,0
9,94087,98565,1,9,98565,0,2,0
10,98566,99450,2,10,99450,0,0,0
11,99450,100401,3,11,100401,0,0,0
12,100402,106726,4,12,106726,0,2,0
13,116743,121957,1,13,121957,0,1,0
14,121958,123012,2,14,123012,0,0,0
15,123012,124031,3,15,124031,0,0,0
16,124032,130934,4,16,130934,0,2,1
17,145839,150347,1,17,150347,0,2,0
18,150348,150993,2,18,150993,0,0,0
19,150994,151333,3,19,151333,0,0,0
20,151334,153068,4,20,153068,0,0,0
21,162155,166633,1,21,166633,0,2,0
22,166634,167517,2,22,167517,0,0,0
23,167518,167958,3,23,167958,0,0,0
24,167959,171088,4,24,171088,0,1,0
25,180240,185367,1,25,185367,0,2,0
26,185368,186047,2,26,186047,0,0,0
27,186048,186455,3,27,186455,0,0,0
28,186456,195636,4,28,195636,0,1,0
29,205899,211819,1,29,211819,0,2,0
30,211820,212635,2,30,212635,0,0,0
31,212636,212873,3,31,212873,0,0,0
32,212874,228684,4,32,228684,0,2,1
33,243068,247383,1,33,247383,0,2,0
34,247384,248199,2,34,248199,0,0,0
35,248200,248335,3,35,248335,0,0,0
36,248336,250376,4,36,250376,0,0,0
37,258384,262513,1,37,262513,0,1,0
38,262514,263329,2,38,263329,0,0,0
39,263330,263499,3,39,263499,0,0,0
40,263500,265472,4,40,265472,0,0,0
41,275835,280736,1,41,280736,0,2,0
42,280737,281416,2,42,281416,0,0,0
43,281417,281723,3,43,281723,0,0,0
44,281724,287980,4,44,287980,0,1,0
45,298625,303925,1,45,303925,0,0,0
46,303926,304741,2,46,304741,0,0,0
47,304742,304877,3,47,304877,0,0,0
48,304878,314602,4,48,314602,0,2,0
