phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,60824,65892,1,1,60824,65891,2,0
2,65892,66742,2,2,65892,66741,0,0
3,66742,67455,3,3,66742,67454,0,0
4,67456,69054,4,4,67455,69054,0,0
5,79009,84082,1,5,79009,84081,2,0
6,84082,84966,2,6,84082,84965,0,0
7,84966,107779,3,7,84966,107778,3,1
8,107780,108766,4,8,107779,108766,0,0
9,120083,124440,1,9,120083,124439,1,0
10,124440,125120,2,10,124440,125119,0,0
11,125120,125357,3,11,125120,125356,0,0
12,125358,127670,4,12,125357,127670,0,0
13,137768,142562,1,13,137768,142561,0,0
14,142562,143344,2,14,142562,143343,0,0
15,143344,143513,3,15,143344,143512,0,0
16,143514,146336,4,16,143513,146336,0,0
17,154584,159255,1,17,154584,159254,0,0
18,159256,160173,2,18,159255,160172,0,0
19,160174,160513,3,19,160173,160512,0,0
20,160514,162758,4,20,160513,162758,0,0
21,174204,179213,1,21,174204,179212,2,0
22,179214,179927,2,22,179213,179926,0,0
23,179928,186557,3,23,179927,186556,2,0
24,186558,189040,4,24,186557,189040,0,0
25,199296,203727,1,25,199296,203726,1,0
26,203728,204407,2,26,203727,204406,0,0
27,204408,204543,3,27,204407,204542,0,0
28,204544,207366,4,28,204543,207366,0,0
29,216412,221237,1,29,216412,221236,1,0
30,221238,222087,2,30,221237,222086,0,0
31,222088,222155,3,31,222087,222154,0,0
32,222156,224978,4,32,222155,224978,1,0
33,234263,238339,1,33,234263,238338,1,0
34,238340,239087,2,34,238339,239086,0,0
35,239088,239665,3,35,239087,239664,0,0
36,239666,242386,4,36,239665,242386,0,0
37,251047,255849,1,37,251047,255848,1,0
38,255850,256767,2,38,255849,256766,0,0
39,256768,256767,3,39,256767,256767,0,0
40,256768,260338,4,40,256768,260338,1,0
41,270467,274616,1,41,270467,274615,1,0
42,274617,275365,2,42,274616,275364,0,0
43,275366,275637,3,43,275365,275636,0,0
44,275638,278868,4,44,275637,278868,0,0
45,287584,291888,1,45,287584,291886,1,0
46,291889,292807,2,46,291887,292806,1,0
47,292808,293215,3,47,292807,0,0,0
48,293216,295528,4,48,293216,293216,0,0
