phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,42160,46171,1,1,46171,0,1,0
2,46172,46783,2,2,46783,0,0,0
3,46784,47361,3,3,47361,0,0,0
4,47362,50354,4,4,50354,0,0,0
5,58093,63069,1,5,63069,0,1,0
6,63070,63919,2,6,63919,0,0,0
7,63920,64327,3,7,64327,0,0,0
8,64328,73236,4,8,73236,0,1,0
9,83152,87311,1,9,87311,0,1,0
10,87312,88059,2,10,88059,0,0,0
11,88060,88365,3,11,88365,0,0,0
12,88366,90576,4,12,90576,0,0,0
13,98033,103088,1,13,103088,0,1,0
14,103088,103937,2,14,103937,0,0,0
15,103938,104243,3,15,104243,0,0,0
16,104244,106896,4,16,106896,0,0,0
17,116785,121719,1,17,121719,0,2,0
18,121720,122331,2,18,122331,0,0,0
19,122332,122943,3,19,122943,0,0,0
20,122944,125018,4,20,125018,0,0,0
21,133902,139195,1,21,139195,0,1,0
22,139196,139875,2,22,139875,0,0,0
23,139876,141881,3,23,141881,0,0,0
24,141882,143446,4,24,143446,0,1,0
25,154990,159289,1,25,159289,0,2,0
26,159290,160071,2,26,160071,0,0,0
27,160072,160615,3,27,160615,0,0,0
28,160616,163574,4,28,163574,0,1,0
29,173008,177649,1,29,177649,0,1,0
30,177650,178499,2,30,178499,0,0,0
31,178500,178941,3,31,178941,0,0,0
32,178942,181628,4,32,181628,0,0,0
33,191527,196179,1,33,196179,0,2,0
34,196180,196961,2,34,196961,0,0,0
35,196962,198389,3,35,198389,0,0,0
36,198390,201348,4,36,201348,0,0,0
37,209712,215559,1,37,215559,0,2,0
38,215560,216443,2,38,216443,0,0,0
39,216444,218993,3,39,218993,0,0,0
40,218994,224230,4,40,224230,0,2,0
41,233102,237897,1,41,237897,0,1,0
42,237898,238543,2,42,238543,0,0,0
43,238544,238849,3,43,238849,0,0,0
44,238850,243440,4,44,243440,0,2,0
45,253055,258229,1,45,258229,0,1,0
46,258230,259215,2,46,259215,0,0,0
47,259216,260813,3,47,260813,0,0,0
48,260814,260874,4,48,262276,0,0,0
