phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,84154,88807,1,1,88807,0,2,0
2,88808,89692,2,2,89692,0,0,0
3,89692,89725,3,3,89725,0,0,0
4,89726,92140,4,4,92140,0,0,0
5,103206,110567,1,5,110567,0,2,0
6,110568,111792,2,6,111792,0,0,0
7,111792,113423,3,7,113423,0,0,0
8,113424,114750,4,8,114750,0,0,0
9,130700,135897,1,9,135897,0,1,0
10,135898,136850,2,10,136850,0,0,0
11,136850,137053,3,11,137053,0,0,0
12,137054,140182,4,12,140182,0,0,0
13,151420,156875,1,13,156875,0,1,0
14,156876,157828,2,14,157828,0,0,0
15,157828,163301,3,15,163301,0,2,0
16,163302,164900,4,16,164900,0,0,0
17,176646,181525,1,17,181525,0,2,0
18,181526,182205,2,18,182205,0,0,0
19,182206,183089,3,19,183089,0,0,0
20,183090,184994,4,20,184994,0,1,0
21,194396,201483,1,21,201483,0,2,0
22,201484,202367,2,22,202367,0,0,0
23,202368,202673,3,23,202673,0,0,0
24,202674,205632,4,24,205632,0,1,0
25,215919,221067,1,25,221067,0,2,0
26,221068,221985,2,26,221252,0,0,0
27,221986,222835,3,27,221985,0,0,0
28,222836,224638,4,28,224638,0,0,0
29,235171,241297,1,29,241297,0,1,0
30,241298,242351,2,30,242351,0,0,0
31,242352,245139,3,31,245139,0,2,0
32,245140,247350,4,32,247350,0,2,0
33,261698,266797,1,33,266797,0,2,0
34,266798,267579,2,34,267579,0,1,0
35,267580,267987,3,35,267987,0,0,0
36,267988,270266,4,36,270266,0,1,0
37,283052,287503,1,37,287503,0,1,0
38,287504,288488,2,38,288488,0,0,0
39,288489,290256,3,39,290256,0,0,0
40,290257,291278,4,40,291278,0,0,0
41,302705,309671,1,41,309671,0,2,0
42,309672,310589,2,42,310589,0,0,0
43,310590,311200,3,43,311200,0,0,0
44,311201,313718,4,44,313718,0,0,0
45,326262,332144,1,45,332144,0,2,0
46,332145,333199,2,46,333199,0,0,0
47,333200,336904,3,47,336904,0,1,0
48,336905,339660,4,48,339660,0,1,0
