phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,60654,65925,1,1,65925,0,2,0
2,65926,66741,2,2,66741,0,0,0
3,66742,66775,3,3,66775,0,0,0
4,66776,68850,4,4,68850,0,0,0
5,75569,79831,1,5,79831,0,2,0
6,79832,80817,2,6,80817,0,0,0
7,80818,80818,3,7,80818,0,0,0
8,80818,83265,4,8,83265,0,0,0
9,91285,95676,1,9,95676,0,1,0
10,95676,96322,2,10,96322,0,0,0
11,96322,96626,3,11,96626,0,0,0
12,96627,99960,4,12,99960,0,0,0
13,107668,112437,1,13,112437,0,1,0
14,112438,113253,2,14,113253,0,0,0
15,113254,113525,3,15,113525,0,0,0
16,113526,115566,4,16,115566,0,1,0
17,124952,129777,1,17,129777,0,3,0
18,129778,130456,2,18,130456,0,0,0
19,130457,130559,3,19,130559,0,0,0
20,130560,133280,4,20,133280,0,0,0
21,140734,145077,1,21,145077,0,2,0
22,145078,145927,2,22,145927,0,0,0
23,145928,146403,3,23,146403,0,0,0
24,146404,148784,4,24,147322,0,1,0
25,158152,163199,1,25,163199,0,1,0
26,163200,163981,2,26,163981,0,1,0
27,163982,164389,3,27,164389,0,0,0
28,164390,166498,4,28,166498,0,0,0
29,174402,179179,1,29,179179,0,1,0
30,179180,180097,2,30,180097,0,0,0
31,180098,180845,3,31,180845,0,0,0
32,180846,182580,4,32,182580,0,1,0
33,192952,197845,1,33,197845,0,1,0
34,197846,198559,2,34,198559,0,0,0
35,198560,198797,3,35,198797,0,0,0
36,198798,200600,4,36,200600,0,0,0
37,209670,214131,1,37,214131,0,2,0
38,214132,215049,2,38,215049,0,0,0
39,215050,215423,3,39,215423,0,0,0
40,215424,217362,4,40,217362,0,0,0
41,227420,232729,1,41,232729,0,2,0
42,232730,233409,2,42,233409,0,0,0
43,233410,234089,3,43,234089,0,0,0
44,234090,236130,4,44,236130,0,0,0
45,245622,250409,1,45,250409,0,1,0
46,250410,251259,2,46,251259,0,0,0
47,251260,251259,3,47,251260,0,0,0
48,251260,256360,4,48,256360,0,1,0
