phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,95967,101149,"1",0,101149,0,"2","0","0","0","",
1,101150,101999,"2",1,101999,0,"0","0","0","0","",
2,102000,103835,"3",2,103835,0,"0","0","0","0","",
3,103836,104720,"4",3,104720,0,"0","0","0","0","",
4,113553,118523,"1",4,118523,0,"2","0","0","0","",
5,118524,119339,"2",5,119339,0,"0","0","0","0","",
6,119340,120699,"3",6,120699,0,"0","0","0","0","",
7,120700,122230,"4",7,122230,0,"0","0","0","0","",
8,131371,136203,"1",8,136203,0,"2","0","0","0","",
9,136204,136951,"2",9,136951,0,"0","0","0","0","",
10,136952,137733,"3",10,137733,0,"0","0","0","0","",
11,137734,139774,"4",11,139774,0,"0","0","0","0","",
12,151056,156161,"1",12,156161,0,"2","0","0","0","",
13,156162,156977,"2",13,156977,0,"0","0","0","0","",
14,156978,158099,"3",14,158099,0,"0","0","0","0","",
15,158100,159528,"4",15,159528,0,"0","0","0","0","",
16,173012,178329,"1",16,178329,0,"2","0","0","0","",
17,178330,179247,"2",17,179247,0,"0","0","0","0","",
18,179248,179825,"3",18,179825,0,"0","0","0","0","",
19,179826,181866,"4",19,181866,0,"0","0","0","0","",
20,190796,196145,"1",20,196145,0,"2","0","0","0","",
21,196146,196995,"2",21,196995,0,"0","0","0","0","",
22,196996,198423,"3",22,198423,0,"1","0","0","0","",
23,198424,200056,"4",23,200056,0,"0","0","0","0","",
24,209816,215287,"1",24,215287,0,"2","0","0","0","",
25,215288,216103,"2",25,216103,0,"0","0","0","0","",
26,216104,216477,"3",26,216477,0,"0","0","0","0","",
27,216478,219028,"4",27,219028,0,"0","0","0","0","",
28,229868,235449,"1",28,235449,0,"2","0","0","0","",
29,235450,236299,"2",29,236299,0,"0","0","0","0","",
30,236300,236946,"3",30,236946,0,"0","0","0","0","",
31,236946,238952,"4",31,238952,0,"0","0","0","0","",
32,249722,254829,"1",32,254829,0,"2","0","0","0","",
33,254830,255679,"2",33,255679,0,"0","0","0","0","",
34,255680,256970,"3",34,256970,0,"0","0","0","0","",
35,256971,258264,"4",35,258264,0,"0","0","0","0","",
36,268307,273155,"1",36,273155,0,"1","0","0","0","",
37,273156,274141,"2",37,274141,0,"1","0","0","0","",
38,274142,274311,"3",38,274311,0,"0","0","0","0","",
39,274312,277780,"4",39,277780,0,"0","0","0","0","",
40,288287,293384,"1",40,293384,0,"1","0","0","0","",
41,293385,294269,"2",41,294269,0,"0","0","0","0","",
42,294270,294847,"3",42,294847,0,"0","0","0","0","",
43,294848,298044,"4",43,298044,0,"0","0","0","0","",
44,309348,315383,"1",44,315383,0,"2","0","0","0","",
45,315384,316063,"2",45,316063,0,"0","0","0","0","",
46,316064,316811,"3",46,316811,0,"0","0","0","0","",
47,316812,319124,"4",47,319124,0,"0","0","0","0","",
