phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,100179,106385,"1",0,106385,0,"1","0","0","0","",
1,106386,107337,"2",1,107337,0,"0","0","0","0","",
2,107338,107686,"3",2,107686,0,"0","0","0","0","",
3,107687,110058,"4",3,110058,0,"0","0","0","0","",
4,120266,126071,"1",4,126071,0,"1","0","0","0","",
5,126072,126989,"2",5,126989,0,"0","0","0","0","",
6,126990,127125,"3",6,127125,0,"0","0","0","0","",
7,127126,129608,"4",7,129608,0,"0","0","0","0","",
8,139384,145553,"1",8,145553,0,"1","0","0","0","",
9,145554,146437,"2",9,146437,0,"0","0","0","0","",
10,146438,148171,"3",10,148171,0,"0","0","0","0","",
11,148172,149600,"4",11,149600,0,"0","0","0","0","",
12,159304,164899,"1",12,164899,0,"1","0","0","0","",
13,164900,165749,"2",13,165749,0,"0","0","0","0","",
14,165750,165851,"3",14,165749,0,"0","0","0","0","",
15,165852,167654,"4",15,167654,0,"0","0","0","0","",
16,177441,185435,"1",16,186251,0,"2","0","0","0","",
17,185436,186251,"2",17,186409,0,"0","0","0","0","",
18,186252,186659,"3",18,186659,0,"0","0","0","0","",
19,186660,189210,"4",19,189210,0,"1","0","0","0","",
20,199648,205903,"1",20,205903,0,"2","0","0","0","",
21,205904,206685,"2",21,206685,0,"0","0","0","0","",
22,206686,207059,"3",22,207059,0,"0","0","0","0","",
23,207060,209440,"4",23,209440,0,"0","0","0","0","",
24,222535,228615,"1",24,229012,0,"0","0","0","0","",
25,228616,229669,"2",25,229669,0,"0","0","0","0","",
26,229670,230077,"3",26,230077,0,"0","0","0","0","",
27,230078,232220,"4",27,232220,0,"0","0","0","0","",
28,242255,248879,"1",28,248879,0,"1","0","0","0","",
29,248880,249865,"2",29,249865,0,"0","0","0","0","",
30,249866,250069,"3",30,250069,0,"0","0","0","0","",
31,250070,252620,"4",31,252620,0,"0","0","0","0","",
32,267313,273120,"1",32,273120,0,"1","0","0","0","",
33,273121,274141,"2",33,274141,0,"1","0","0","0","",
34,274142,274719,"3",34,274719,0,"0","0","0","0","",
35,274720,276318,"4",35,276318,0,"0","0","0","0","",
36,288134,294167,"1",36,290850,0,"1","0","0","0","",
37,294168,295051,"2",37,295051,0,"0","0","0","0","",
38,295052,295731,"3",38,295731,0,"0","0","0","0","",
39,295732,298282,"4",39,298282,0,"0","0","0","0","",
40,310388,315587,"1",40,315587,0,"0","0","0","0","",
41,315588,316471,"2",41,316471,0,"0","0","0","0","",
42,316472,316879,"3",42,316879,0,"0","0","0","0","",
43,316880,319498,"4",43,319498,0,"0","0","0","0","",
44,333479,338400,"1",44,338400,0,"0","0","0","0","",
45,338401,339149,"2",45,339149,0,"0","0","0","0","",
46,339150,339624,"3",46,339624,0,"0","0","0","0","",
47,339625,341394,"4",47,341394,0,"0","0","0","0","",
