phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,83815,88433,"1",0,88433,0,"2","0","0","0","",
1,88434,89283,"2",1,89283,0,"0","0","0","0","",
2,89284,91357,"3",2,91357,0,"0","0","0","0","",
3,91358,91970,"4",3,91358,0,"0","0","0","0","",
4,102837,107371,"1",4,107371,0,"0","0","0","0","",
5,107372,108153,"2",5,108153,0,"0","0","0","0","",
6,108154,110601,"3",6,110601,0,"0","0","0","0","",
7,110602,112370,"4",7,112370,0,"1","0","0","0","",
8,122323,127125,"1",8,127125,0,"1","0","0","0","",
9,127126,127839,"2",9,127839,0,"0","0","0","0","",
10,127840,130015,"3",10,130015,0,"0","0","0","0","",
11,130016,130424,"4",11,130424,0,"0","0","0","0","",
12,141575,146879,"1",12,146879,0,"0","0","0","0","",
13,146880,147661,"2",13,147661,0,"0","0","0","0","",
14,147662,149769,"3",14,149769,0,"0","0","0","0","",
15,149770,150314,"4",15,150314,0,"0","0","0","0","",
16,161615,166531,"1",16,166531,0,"1","0","0","0","",
17,166532,167381,"2",17,167381,0,"0","0","0","0","",
18,167382,169863,"3",18,169863,0,"0","0","0","0","",
19,169864,170419,"4",19,170419,0,"1","0","0","0","",
20,182348,187713,"1",20,187713,0,"1","0","0","0","",
21,187714,188563,"2",21,188563,0,"0","0","0","0","",
22,188564,190773,"3",22,190773,0,"0","0","0","0","",
23,190774,191216,"4",23,191216,0,"0","0","0","0","",
24,205872,211276,"1",24,211276,0,"2","0","0","0","",
25,211276,212125,"2",25,212125,0,"0","0","0","0","",
26,212126,214165,"3",26,214165,0,"0","0","0","0","",
27,214166,214778,"4",27,214778,0,"0","0","0","0","",
28,224758,230315,"1",28,230315,0,"1","0","0","0","",
29,230316,231097,"2",29,231097,0,"0","0","0","0","",
30,231098,232865,"3",30,232865,0,"0","0","0","0","",
31,232866,233988,"4",31,233988,0,"1","0","0","0","",
32,245482,250681,"1",32,250681,0,"0","0","0","0","",
33,250682,251565,"2",33,251565,0,"0","0","0","0","",
34,251566,254047,"3",34,254047,0,"0","0","0","0","",
35,254048,254762,"4",35,254762,0,"1","0","0","0","",
36,265266,270128,"1",36,270128,0,"1","0","0","0","",
37,270129,271013,"2",37,271013,0,"0","0","0","0","",
38,271014,273563,"3",38,273563,0,"0","0","0","0","",
39,273564,274040,"4",39,274040,0,"0","0","0","0","",
40,284723,289781,"1",40,289781,0,"1","0","0","0","",
41,289782,290528,"2",41,290528,0,"0","0","0","0","",
42,290529,292773,"3",42,292773,0,"0","0","0","0","",
43,292774,293352,"4",43,293352,0,"1","0","0","0","",
44,306073,312187,"1",44,312187,0,"1","0","0","1","distracted by outside",
45,312188,313104,"2",45,313104,0,"0","0","0","0","",
46,313105,313376,"3",46,313376,0,"0","0","0","0","",
47,313377,315894,"4",47,315894,0,"0","0","0","0","",
