phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,142452,147287,"1",0,147287,0,"2","0","0","0","",
1,147288,148137,"2",1,148137,0,"0","0","0","0","",
2,148138,148511,"3",2,148511,0,"0","0","0","0","",
3,148512,154530,"4",3,154530,0,"1","2","0","0","",
4,168711,174181,"1",4,174181,0,"1","0","0","0","",
5,174182,174895,"2",5,174895,0,"0","0","0","0","",
6,174896,175371,"3",6,175371,0,"0","0","0","0","",
7,175372,176766,"4",7,176766,0,"0","0","0","0","",
8,189364,195023,"1",8,195023,0,"1","0","0","0","",
9,195024,195873,"2",9,195873,0,"0","0","0","0","",
10,195874,196383,"3",10,196383,0,"0","0","0","0","",
11,196384,198152,"4",11,198152,0,"1","0","0","0","",
12,211520,217089,"1",12,217089,0,"2","0","0","0","",
13,217090,217939,"2",13,217939,0,"0","0","0","0","",
14,217940,218313,"3",14,218313,0,"0","0","0","0","",
15,218314,221000,"4",15,221000,0,"1","1","0","0","",
16,236113,241025,"1",16,241025,0,"2","0","0","0","",
17,241026,241773,"2",17,241773,0,"0","0","0","0","",
18,241774,242351,"3",18,242351,0,"0","0","0","0","",
19,242352,244120,"4",19,244120,0,"1","0","0","0","",
20,256566,261935,"1",20,261935,0,"1","0","0","0","",
21,261936,262581,"2",21,262581,0,"0","0","0","0","",
22,262582,262921,"3",22,262921,0,"0","0","0","0","",
23,262922,264452,"4",23,264452,0,"0","0","0","0","",
24,283760,289168,"1",24,289168,0,"0","0","0","0","",
25,289169,289848,"2",25,289848,0,"0","0","0","0","",
26,289849,290461,"3",26,290461,0,"0","0","0","0","",
27,290462,296922,"4",27,296922,0,"2","1","0","0","",
28,319095,324053,"1",28,324053,0,"1","0","0","0","",
29,324054,324936,"2",29,324936,0,"0","0","0","0","",
30,324937,325277,"3",30,325277,0,"0","0","0","0","",
31,325278,327046,"4",31,327046,0,"0","0","0","0","",
32,343564,348533,"1",32,348533,0,"3","0","0","0","",
33,348534,349552,"2",33,349552,0,"0","0","0","0","",
34,349553,349723,"3",34,349723,0,"0","0","0","0","",
35,349724,351832,"4",35,351832,0,"0","0","0","0","",
36,393336,398784,"1",36,398784,0,"1","0","0","0","",
37,398785,399533,"2",37,399533,0,"0","0","0","0","",
38,399534,400077,"3",38,400077,0,"1","1","0","0","",
39,400078,402968,"4",39,402968,0,"2","1","0","0","",
40,418127,423231,"1",40,423231,0,"1","0","0","0","",
41,423232,423877,"2",41,423877,0,"0","0","0","0","",
42,423878,424285,"3",42,424285,0,"0","0","0","0","",
43,424286,425748,"4",43,425748,0,"0","0","0","0","",
44,441350,446384,"1",44,446384,0,"1","0","0","0","",
45,446385,447031,"2",45,447031,0,"0","0","0","0","",
46,447032,447439,"3",46,447439,0,"0","0","0","0","",
47,447440,449106,"4",47,449106,0,"0","0","0","0","",
