phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,89087,94043,"1",0,94043,0,"1","0","0","0","",
1,94044,94893,"2",1,94893,0,"2","0","0","0","",
2,94894,95641,"3",2,95641,0,"1","0","0","0","",
3,95642,105949,"4",3,105949,0,"2","3","0","0","",
4,118820,126241,"1",4,126241,0,"1","0","0","0","",
5,126242,127057,"2",5,127057,0,"0","0","0","0","",
6,127058,127907,"3",6,127907,0,"0","0","0","0","",
7,127908,132260,"4",7,132260,0,"2","0","0","0","",
8,148850,154155,"1",8,154155,0,"3","0","0","0","",
9,154156,154937,"2",9,154937,0,"0","0","0","0","",
10,154938,155685,"3",10,155685,0,"0","0","0","0","",
11,155686,157182,"4",11,157182,0,"0","0","0","0","",
12,168193,173875,"1",12,173875,0,"2","0","0","0","",
13,173876,174691,"2",13,174691,0,"0","0","0","0","",
14,174692,175473,"3",14,175473,0,"0","0","0","0","",
15,175474,194820,"4",15,194820,0,"6","3","0","0","",
16,205874,211037,"1",16,211037,0,"1","0","0","0","",
17,211038,211887,"2",17,211887,0,"1","0","0","0","",
18,211888,212941,"3",18,212941,0,"0","0","0","0","",
19,212942,216512,"4",19,216512,0,"0","0","0","0","",
20,226460,232729,"1",20,232729,0,"1","0","0","0","",
21,232730,233511,"2",21,233511,0,"0","0","0","0","",
22,233512,235959,"3",22,235959,0,"1","0","0","0","",
23,235960,237354,"4",23,237354,0,"1","0","0","0","",
24,249584,254761,"1",24,254761,0,"1","0","0","0","",
25,254762,255577,"2",25,255577,0,"1","0","0","0","",
26,255578,256291,"3",26,256291,0,"0","0","0","0","",
27,256292,267478,"4",27,267478,0,"3","0","0","0","",
28,278345,284171,"1",28,284171,0,"2","0","0","0","",
29,284172,284885,"2",29,284885,0,"1","0","0","0","",
30,284886,285360,"3",30,285360,0,"0","0","0","0","",
31,285361,295358,"4",31,295358,0,"5","0","0","0","",
32,310478,315416,"1",32,315416,0,"1","0","0","0","",
33,315417,316335,"2",33,316335,0,"0","0","0","0","",
34,316336,317627,"3",34,317627,0,"0","0","0","0","",
35,317628,324666,"4",35,324666,0,"3","0","0","0","",
36,334336,339421,"1",36,339421,0,"1","0","0","0","",
37,339422,340203,"2",37,340203,0,"1","0","0","0","",
38,340204,341120,"3",38,341120,0,"0","0","0","0","",
39,341121,346630,"4",39,346630,0,"2","0","0","0","",
40,361763,366927,"1",40,366927,0,"3","0","0","0","",
41,366928,367811,"2",41,367811,0,"0","0","0","0","",
42,367812,368320,"3",42,368320,0,"0","0","0","0","",
43,368321,379338,"4",43,379338,0,"3","0","0","0","",
44,392327,398648,"1",44,398648,0,"3","0","0","0","",
45,398649,399397,"2",45,399397,0,"0","0","0","0","",
46,399398,400008,"3",46,400008,0,"0","0","0","0","",
47,400009,402288,"4",47,402288,0,"1","0","0","0","",
