phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,87411,91969,"1",0,91969,0,"2","0","0","0","",
1,91970,92751,"2",1,92751,0,"0","0","0","0","",
2,92752,92819,"3",2,92819,0,"0","0","0","0","",
3,92820,95744,"4",3,95744,0,"0","0","0","0","",
4,106130,110839,"1",4,110839,0,"1","0","0","0","",
5,110840,111723,"2",5,111723,0,"0","0","0","0","",
6,111724,111927,"3",6,111927,0,"0","0","0","0","",
7,111928,115736,"4",7,115736,0,"1","0","0","0","",
8,126417,131341,"1",8,131341,0,"2","0","0","0","",
9,131342,132225,"2",9,132225,0,"0","0","0","0","",
10,132226,132599,"3",10,132599,0,"0","0","0","0","",
11,132600,135592,"4",11,135592,0,"1","0","0","0","",
12,145603,150653,"1",12,150653,0,"2","0","0","0","",
13,150654,151503,"2",13,151503,0,"0","0","0","0","",
14,151504,151843,"3",14,151843,0,"0","0","0","0","",
15,151844,154428,"4",15,154428,0,"1","0","0","0","",
16,170327,174793,"1",16,174793,0,"1","0","0","0","",
17,174794,175643,"2",17,175643,0,"1","0","0","0","",
18,175644,176153,"3",18,176153,0,"0","0","0","0","",
19,176154,181152,"4",19,181152,0,"0","0","0","0","",
20,193884,199103,"1",20,199103,0,"2","0","0","0","",
21,199104,199885,"2",21,199885,0,"0","0","0","0","",
22,199886,200293,"3",22,200293,0,"0","0","0","0","",
23,200294,203694,"4",23,203694,0,"0","0","0","0","",
24,214638,219707,"1",24,219707,0,"1","0","0","0","",
25,219708,220455,"2",25,220455,0,"1","0","0","0","",
26,220456,220999,"3",26,220999,0,"0","0","0","0","",
27,221000,224638,"4",27,224638,0,"0","0","0","0","",
28,234424,239291,"1",28,239291,0,"1","0","0","0","",
29,239292,240243,"2",29,240243,0,"0","0","0","0","",
30,240244,240549,"3",30,240549,0,"0","0","0","0","",
31,240550,243610,"4",31,243610,0,"0","0","0","0","",
32,259750,264621,"1",32,264621,0,"1","0","0","0","",
33,264622,265505,"2",33,265505,0,"0","0","0","0","",
34,265506,265777,"3",34,265777,0,"0","0","0","0","",
35,265778,271014,"4",35,271014,0,"1","0","0","0","",
36,285376,289984,"1",36,289984,0,"1","0","0","0","",
37,289985,290869,"2",37,290869,0,"0","0","0","0","",
38,290870,291175,"3",38,291175,0,"0","0","0","0","",
39,291176,297024,"4",39,297024,0,"0","0","0","0","",
40,307865,312799,"1",40,312799,0,"1","0","0","0","",
41,312800,313683,"2",41,313683,0,"0","0","0","0","",
42,313684,313955,"3",42,313955,0,"0","0","0","0","",
43,313956,320552,"4",43,320552,0,"2","0","0","0","",
44,337228,341699,"1",44,341699,0,"2","0","0","0","",
45,341700,342855,"2",45,342855,0,"0","0","0","0","",
46,342856,342855,"3",46,342856,0,"0","0","0","0","",
47,342856,347072,"4",47,347072,0,"0","0","0","0","",
