phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,95906,100266,"1",0,98214,0,"1","0","0","0","",
1,100266,101217,"2",1,101217,0,"0","0","0","0","",
2,101218,101863,"3",2,101863,0,"0","0","0","0","",
3,101864,105332,"4",3,105332,0,"1","0","0","0","",
4,114987,119645,"1",4,119645,0,"2","0","0","0","",
5,119646,120529,"2",5,120529,0,"1","0","0","0","",
6,120530,120869,"3",6,120869,0,"0","0","0","0","",
7,120870,123794,"4",7,123794,0,"0","0","0","0","",
8,133005,138311,"1",8,138311,0,"1","0","0","0","",
9,138312,139365,"2",9,139365,0,"0","0","0","0","",
10,139366,139739,"3",10,139739,0,"0","0","0","0","",
11,139740,142290,"4",11,142290,0,"1","0","0","0","",
12,157164,162213,"1",12,162213,0,"2","0","0","0","",
13,162214,163233,"2",13,163233,0,"0","0","0","0","",
14,163234,164525,"3",14,164525,0,"0","0","0","0","",
15,164526,165988,"4",15,165988,0,"0","0","0","0","",
16,178784,184143,"1",16,184143,0,"1","0","0","0","",
17,184144,185163,"2",17,185163,0,"0","0","0","0","",
18,185164,185537,"3",18,185537,0,"0","0","0","0","",
19,185538,188530,"4",19,188530,0,"0","0","0","0","",
20,201407,206651,"1",20,206651,0,"2","0","0","0","",
21,206652,207739,"2",21,207739,0,"0","0","0","0","",
22,207740,208113,"3",22,208113,0,"0","0","0","0","",
23,208114,212194,"4",23,212194,0,"1","0","0","0","",
24,223928,229363,"1",24,229363,0,"2","0","0","0","",
25,229364,230315,"2",25,230315,0,"1","0","0","0","",
26,230316,230621,"3",26,230621,0,"0","0","0","0","",
27,230622,233852,"4",27,233852,0,"0","0","0","0","",
28,246252,251327,"1",28,251327,0,"2","0","0","0","",
29,251328,252211,"2",29,252211,0,"0","0","0","0","",
30,252212,252585,"3",30,252585,0,"0","0","0","0","",
31,252586,256156,"4",31,256156,0,"0","0","0","0","",
32,271744,276181,"1",32,276181,0,"1","0","0","0","",
33,276182,276997,"2",33,276997,0,"0","0","0","0","",
34,276998,276997,"3",34,276998,0,"0","0","0","0","",
35,276998,286348,"4",35,286348,0,"1","0","0","0","",
36,299271,304571,"1",36,304571,0,"1","0","0","0","",
37,304572,305591,"2",37,305591,0,"0","0","0","0","",
38,305592,305931,"3",38,305931,0,"0","0","0","0","",
39,305932,317798,"4",39,317798,0,"2","0","0","0","",
40,335473,340781,"1",40,340781,0,"2","0","0","0","",
41,340782,341869,"2",41,341869,0,"0","0","0","0","",
42,341870,341869,"3",42,341870,0,"0","0","0","0","",
43,341870,345678,"4",43,345678,0,"0","0","0","0","",
44,363569,368525,"1",44,368525,0,"2","0","0","0","",
45,368526,369511,"2",45,369511,0,"0","0","0","0","",
46,369512,370191,"3",46,370191,0,"0","0","0","0","",
47,370192,377434,"4",47,377434,0,"1","0","0","0","",
