phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,74578,79015,"1",0,79015,0,"3","0","0","0","",
1,79016,79899,"2",1,79899,0,"1","0","0","0","",
2,79900,83299,"3",2,83299,0,"0","0","0","0","",
3,83300,84898,"4",3,84898,0,"0","0","0","0","",
4,95405,100707,"1",4,100707,0,"2","0","0","0","",
5,100708,101489,"2",5,101489,0,"0","0","0","0","",
6,101490,107304,"3",6,107304,0,"0","0","0","0","",
7,107304,110126,"4",7,110126,0,"0","0","0","0","",
8,121155,126037,"1",8,126037,0,"2","0","0","0","",
9,126038,126853,"2",9,126853,0,"0","0","0","0","",
10,126854,127703,"3",10,127703,0,"0","0","0","0","",
11,127704,129030,"4",11,129030,0,"0","0","0","0","",
12,140508,145417,"1",12,145417,0,"1","0","0","0","",
13,145418,146335,"2",13,146335,0,"0","0","0","0","",
14,146336,150823,"3",14,150823,0,"0","0","0","0","",
15,150824,155278,"4",15,155278,0,"0","0","0","0","",
16,167434,172243,"1",16,172243,0,"3","0","0","0","",
17,172244,173025,"2",17,173025,0,"0","0","0","0","",
18,173026,173671,"3",18,173671,0,"0","0","0","0","",
19,173672,178466,"4",19,178466,0,"0","0","0","0","",
20,189190,193765,"1",20,193765,0,"1","0","0","0","",
21,193766,194581,"2",21,194581,0,"0","0","0","0","",
22,194582,195057,"3",22,195057,0,"0","0","0","0","",
23,195058,198662,"4",23,198662,0,"0","0","0","0","",
24,211478,216273,"1",24,216273,0,"0","0","0","0","",
25,216274,216953,"2",25,216953,0,"0","0","0","0","",
26,216954,219129,"3",26,219129,0,"0","0","0","0","",
27,219130,223958,"4",27,223958,0,"0","0","0","1","couldn't see eyes",
28,234735,239699,"1",28,239699,0,"1","0","0","1","child grabs toy",
29,239700,240753,"2",29,240753,0,"0","0","0","1","child grabs toy",
30,240924,241501,"3",30,241501,0,"0","0","0","0","",
31,241502,247860,"4",31,247860,0,"0","0","0","0","",
32,261495,266899,"1",32,266899,0,"0","0","0","1","child grabs toy",
33,266900,268496,"2",33,268496,0,"0","0","0","1","child grabs toy",
34,268497,273189,"3",34,273189,0,"0","0","0","1","child grabs toy",
35,273190,273836,"4",35,273836,0,"0","0","0","1","child grabs toy",
36,285185,289679,"1",36,289679,0,"0","0","0","0","",
37,289680,290664,"2",37,290664,0,"0","0","0","0","",
38,290665,290699,"3",38,290699,0,"0","0","0","0","",
39,290700,293692,"4",39,293692,0,"0","0","0","1","couldn't see eyes",
40,309543,313751,"1",40,313751,0,"0","0","0","1","couldn't see eyes",
41,313752,314499,"2",41,314499,0,"0","0","0","0","",
42,314500,314600,"3",42,314600,0,"0","0","0","0","",
43,314601,318172,"4",43,318172,0,"0","0","0","0","",
44,328862,332824,"1",44,332824,0,"1","0","0","1","child grabs toy",
45,332825,333879,"2",45,333879,0,"0","0","0","0","",
46,333880,334184,"3",46,334184,0,"0","0","0","0","",
47,334185,337620,"4",47,337620,0,"0","0","0","0","",
