phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,126428,131103,"1",0,131103,0,"1","0","0","0","",
1,131104,131919,"2",1,131919,0,"0","0","0","0","",
2,131920,132531,"3",2,132531,0,"0","0","0","0","",
3,132532,137564,"4",3,137564,0,"1","0","0","0","",
4,147484,153339,"1",4,153339,0,"1","0","0","0","",
5,153340,154121,"2",5,154121,0,"0","0","0","0","",
6,154122,154461,"3",6,154461,0,"0","0","0","0","",
7,154462,157284,"4",7,157284,0,"0","0","0","0","",
8,168272,173059,"1",8,173059,0,"1","0","0","0","",
9,173060,173875,"2",9,173875,0,"0","0","0","0","",
10,173876,174929,"3",10,174929,0,"0","0","0","0","",
11,174930,182852,"4",11,182852,0,"0","0","0","0","",
12,193864,199885,"1",12,199885,0,"0","0","0","0","",
13,199886,200905,"2",13,200905,0,"0","0","0","0","",
14,200906,201109,"3",14,201109,0,"0","0","0","0","",
15,201110,214982,"4",15,214982,0,"2","2","0","0","",
16,226130,231335,"1",16,231335,0,"1","0","0","0","",
17,231336,232185,"2",17,232185,0,"0","0","0","0","",
18,232186,232525,"3",18,232525,0,"0","0","0","0","",
19,232526,237966,"4",19,237966,0,"0","0","0","0","",
20,250054,255441,"1",20,255441,0,"1","0","0","0","",
21,255442,256257,"2",21,256257,0,"0","0","0","0","",
22,256258,258909,"3",22,258909,0,"0","0","0","0","",
23,258910,263126,"4",23,263126,0,"0","0","0","0","",
24,278549,283864,"1",24,283864,0,"2","0","0","0","",
25,283865,284647,"2",25,284647,0,"0","0","0","0","",
26,284648,285259,"3",26,285259,0,"0","0","0","0","",
27,285260,290938,"4",27,290938,0,"0","0","0","0","",
28,304509,309671,"1",28,309671,0,"1","0","0","0","",
29,309672,310487,"2",29,310487,0,"0","0","0","0","",
30,310488,311064,"3",30,311064,0,"0","0","0","0","",
31,311065,315282,"4",31,315282,0,"0","0","0","0","",
32,327465,332144,"1",32,332144,0,"1","0","0","0","",
33,332145,333096,"2",33,333096,0,"0","0","0","0","",
34,333097,333403,"3",34,333403,0,"0","0","0","0","",
35,333404,337722,"4",35,337722,0,"0","0","0","0","",
36,352590,357475,"1",36,357475,0,"1","0","0","0","",
37,357476,358256,"2",37,358256,0,"0","0","0","0","",
38,358257,358461,"3",38,358461,0,"0","0","0","0","",
39,358462,364242,"4",39,364242,0,"0","0","0","0","",
40,374445,379541,"1",40,379541,0,"0","0","0","0","",
41,379542,380323,"2",41,380323,0,"0","0","0","0","",
42,380324,381648,"3",42,381648,0,"0","0","0","0","",
43,381649,387124,"4",43,387124,0,"0","0","0","0","",
44,398703,403613,"1",44,403613,0,"1","0","0","0","",
45,403614,404531,"2",45,404531,0,"0","0","0","0","",
46,404532,405143,"3",46,405143,0,"0","0","0","0","",
47,405144,408646,"4",47,408646,0,"0","0","0","0","",
