phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,98675,106181,"1",0,106181,0,"2","0","0","0","",
1,106182,107065,"2",1,107065,0,"0","0","0","0","",
2,107066,107711,"3",2,107711,0,"0","0","0","0","",
3,107712,109786,"4",3,109786,0,"0","0","0","0","",
4,118982,126174,"1",4,126174,0,"1","0","0","0","",
5,126174,127091,"2",5,127091,0,"0","0","0","0","",
6,127092,127431,"3",6,127431,0,"0","0","0","0","",
7,127432,133994,"4",7,133994,0,"1","0","0","0","",
8,147544,152999,"1",8,152999,0,"2","0","0","0","",
9,153000,153849,"2",9,153849,0,"0","0","0","0","",
10,153850,154597,"3",10,154597,0,"0","0","0","0","",
11,154598,158406,"4",11,158406,0,"1","0","0","0","",
12,168131,175677,"1",12,175677,0,"2","0","0","0","",
13,175678,176595,"2",13,176595,0,"0","0","0","0","",
14,176596,177173,"3",14,177173,0,"0","0","0","0","",
15,177174,180540,"4",15,180540,0,"0","0","0","0","",
16,191520,196893,"1",16,196893,0,"2","0","0","0","",
17,196894,197845,"2",17,197845,0,"1","0","0","0","",
18,197846,198933,"3",18,198933,0,"1","0","0","0","",
19,198934,201654,"4",19,201654,0,"1","0","0","0","",
20,216279,222291,"1",20,222291,0,"2","0","0","0","",
21,222292,223447,"2",21,223447,0,"1","0","0","0","",
22,223448,224297,"3",22,224297,0,"1","0","0","0","",
23,224298,226542,"4",23,226542,0,"0","0","0","0","",
24,237500,243813,"1",24,243813,0,"1","0","0","0","",
25,243814,244833,"2",25,244833,0,"0","0","0","0","",
26,244834,244867,"3",26,244867,0,"0","0","0","0","",
27,244868,248846,"4",27,248846,0,"0","0","0","0","",
28,261458,266865,"1",28,266865,0,"2","0","0","0","",
29,266866,267681,"2",29,267681,0,"0","0","0","0","",
30,267682,268496,"3",30,268496,0,"0","0","0","0","",
31,268497,270776,"4",31,270776,0,"0","0","0","0","",
32,281745,287606,"1",32,287606,0,"1","0","0","0","",
33,287606,288624,"2",33,288624,0,"0","0","0","0","",
34,288625,288931,"3",34,288931,0,"0","0","0","0","",
35,288932,296548,"4",35,296548,0,"0","0","0","0","",
36,309105,314328,"1",36,314328,0,"2","0","0","0","",
37,314329,315247,"2",37,315247,0,"0","0","0","0","",
38,315248,315247,"3",38,315248,0,"0","0","0","0","",
39,315248,322728,"4",39,322728,0,"1","0","0","0","",
40,337567,343637,"1",40,343637,0,"1","0","0","0","",
41,343638,344520,"2",41,344520,0,"0","0","0","0","",
42,344521,344861,"3",42,344861,0,"0","0","0","0","",
43,344862,347344,"4",43,347344,0,"0","0","0","0","",
44,359121,363731,"1",44,363731,0,"0","0","0","0","",
45,363732,364887,"2",45,364887,0,"0","0","0","0","",
46,364888,365056,"3",46,365056,0,"0","0","0","0","",
47,365057,370158,"4",47,370158,0,"0","0","0","0","",
