phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.num_ques,reference.num_SOU,reference.exclude?,reference.reason_exclude,
0,102603,107677,"1",0,107677,0,"0","0","0","0","",
1,107678,108629,"2",1,108629,0,"0","0","0","0","",
2,108630,111349,"3",2,111349,0,"0","0","0","0","",
3,111350,118252,"4",3,118252,0,"3","0","0","0","",
4,134529,139366,"1",4,139366,0,"0","0","0","0","",
5,139366,140181,"2",5,140181,0,"0","0","0","0","",
6,140182,140691,"3",6,140691,0,"0","0","0","0","",
7,140692,143922,"4",7,145684,0,"0","1","0","0","",
8,157491,162961,"1",8,162961,0,"0","0","0","0","",
9,162962,163743,"2",9,163743,0,"0","0","0","0","",
10,163744,163777,"3",10,163777,0,"0","0","0","0","",
11,163778,166804,"4",11,166804,0,"0","0","0","1","child puts glasses in cup",
12,185419,191011,"1",12,191011,0,"0","0","0","0","",
13,191012,191929,"2",13,191929,0,"0","0","0","0","",
14,191930,192745,"3",14,192745,0,"0","0","0","0","",
15,192746,194480,"4",15,194480,0,"0","0","0","0","",
16,211744,216987,"1",16,216987,0,"0","0","0","0","",
17,217047,217871,"2",17,217871,0,"0","0","0","0","",
18,217872,218551,"3",18,218551,0,"0","0","0","0","",
19,218552,220456,"4",19,220456,0,"0","0","0","0","",
20,233000,238135,"1",20,238135,0,"1","0","0","0","",
21,238136,238951,"2",21,238951,0,"0","0","0","0","",
22,238952,240447,"3",22,240447,0,"0","0","0","0","",
23,240448,241638,"4",23,241638,0,"0","0","0","0","",
24,256056,260643,"1",24,260643,0,"0","0","0","0","",
25,260644,261425,"2",25,261425,0,"0","0","0","0","",
26,261426,264247,"3",26,264247,0,"0","0","0","0","",
27,264248,269144,"4",27,269144,0,"2","0","0","0","",
28,286487,291821,"1",28,291821,0,"0","0","0","0","",
29,291822,292739,"2",29,292739,0,"0","0","0","0","",
30,292740,293453,"3",30,293453,0,"0","0","0","0","",
31,293454,295256,"4",31,295256,0,"0","0","0","0","",
32,310711,315587,"1",32,315587,0,"1","0","0","0","",
33,315588,316471,"2",33,316471,0,"0","0","0","0","",
34,316472,316947,"3",34,316947,0,"0","0","0","0","",
35,316948,318614,"4",35,318614,0,"0","0","0","0","",
36,334965,339965,"1",36,339965,0,"0","0","0","0","",
37,339966,340747,"2",37,340747,0,"0","0","0","0","",
38,340748,341256,"3",38,341256,0,"0","0","0","0","",
39,341257,343434,"4",39,343434,0,"0","0","0","0","",
40,360661,365397,"1",40,365397,0,"1","0","0","0","",
41,365398,366144,"2",41,366144,0,"0","0","0","0","",
42,366145,367096,"3",42,367096,0,"0","0","0","0","",
43,367097,371076,"4",43,371076,0,"0","0","0","0","",
44,385352,390523,"1",44,390523,0,"1","0","0","0","",
45,390524,391304,"2",45,391304,0,"0","0","0","0","",
46,391305,392189,"3",46,392189,0,"0","0","0","0","",
47,392190,393516,"4",47,393516,0,"0","0","0","0","",
